,CAS,,Compound name,Compoundflags
,CAS,,Compound name,Compound flags
1.,65236-62-6,,"1-vinyl-4,8-dimethoxy-13-carboline",S
2.,3464-66-2,,1-Methoxycarbonyl-β-carboline,S
